"","a","sigma","N_0","sigma_obs","z","d","b","c","e","f","loglik","loglik.se.se"
"1",0.0035274238079943,-0.0881053151739062,0.00833410331777033,26.8494977616325,0.891710427208522,0,0,0.00514275810796356,0,-0.000550315931729074,13.4689183926205,0.00247042570797861
"2",0.003527390790692,-0.083741436241128,0.00809723128411638,27.877866461262,0.891523253434993,0,0,0.00568861891223732,0,0.000692307595358603,13.8164158288427,0.00250780841945006
"3",0.00777340197760393,0.142216065953245,0.0369111662300065,5.65538811269254,1.03496858163587,0,0,0.0129334033871412,0,0.00481017132571669,2.54586637806693,0.0040513478038031
"4",0.00820660921901899,-0.14480866128145,0.036132556087351,-5.77974478876871,1.01704183889459,0,0,0.0136617543949496,0,-0.00311976542277334,2.60527483214789,0.0039492579826891
"5",0.00958721771820527,0.139756082801572,0.0378592248464765,5.47411593317957,1.03274186303945,0,0,0.013743834795517,0,-0.0128426194819629,2.39652004608391,0.00403599511094073
"6",0.00396430216431437,-0.091168997885813,0.0101395920320332,22.8114790802546,0.914922154933615,0,0,0.00592835014487591,0,0.00233915935715732,11.4225013679013,0.00239853695043376
"7",0.0047594535552614,-0.0959657101816648,0.0105218114355122,21.6651154891088,0.886797270662618,0,0,0.00679597826800883,0,0.00632603904231744,10.5954765529153,0.00232845944646424
"8",0.00433744445332161,-0.095712831790084,0.0102389442911956,21.2526080758441,0.908036447837698,0,0,0.00663199402504364,0,0.00549910744676508,10.3906819032648,0.00234304995603845
"9",0.00768047958195805,-0.139551743600653,0.0343300222266188,6.1911456971574,1.00343748461064,0,0,0.013692488598885,0,0.00296876279048428,2.67307314180424,0.00374121804260792
"10",0.00986191617960004,-0.145484092833694,0.0394501028712405,5.17154109267486,1.0208236606847,0,0,0.0150025933862213,0,0.00971247665328171,2.30003928122596,0.00460281455619745
"11",0.00766529124909637,0.132144392705934,0.0283375574815729,7.56734202820186,1.01310923454034,0,0,0.0114699310650358,0,-0.00373199086775979,3.05804770042918,0.00284700407216783
"12",0.00494020692836906,-0.0956563785158903,0.0116562247677586,18.6608219290416,0.903448426847596,0,0,0.00768130986715576,0,-0.00432790913282501,9.00332558168559,0.00233364935671445
"13",0.00367343321279415,-0.0929633622112382,0.0101464984727363,21.5860467888965,0.942103314715214,0,0,0.00572648614661168,0,-0.000772177562509192,10.6980609620249,0.00239926701896418
"14",0.00426551019124843,-0.09135939364973,0.0094630652632605,24.169749587744,0.902307957530451,0,0,0.00603586307764698,0,-0.0067311430815507,11.9073917518508,0.00246736970272173
"15",0.0094119148118949,0.146085239879091,0.0340278244900322,6.17124914905107,0.972492805951779,0,0,0.0170365963580309,0,-0.00697241172165449,2.38565440613307,0.00392803887767455
"16",0.00408728223628488,-0.0905601965028712,0.00865013169657469,26.3155338603827,0.867308396909096,0,0,0.00623730102541391,0,0.00044604962321829,13.0143041290242,0.0024605298155734
"17",0.00378022977188573,0.0921960050222626,0.00976180969115239,23.1124931914786,0.890034037296687,0,0,0.00647977084970987,0,0.000548253106816668,11.4928541066656,0.00234939700642468
"18",0.00482380275637733,-0.0959059327353525,0.0113342893376295,20.1273167036836,0.900999653503434,0,0,0.00689821520783096,0,9.01936782423421e-05,9.94404781863955,0.00235539704216229
"19",0.00424486158661028,-0.0972992219270667,0.0110148422852119,19.5672340081848,0.932909838790571,0,0,0.00608031551312245,0,0.000157809086878344,9.53393347149987,0.00237260769082797
"20",0.00535947410177682,-0.0982450211649574,0.0127396632431476,17.9479927193643,0.930181834177179,0,0,0.00769477737434017,0,0.00191598358472333,8.50684437907053,0.0023846721504873
"21",0.00429807673026408,-0.0923001778922083,0.0104133986118225,21.7814590566603,0.903484900198853,0,0,0.00669642047043566,0,0.0026400922952237,10.8120324066257,0.00237282387128532
"22",0.00424827476849515,-0.0951408127152839,0.0106525371163695,22.0297778156241,0.905875684882314,0,0,0.00620119421239696,0,0.00102237081045183,10.922359439253,0.00232198960281087
"23",0.00893697069612248,-0.148846697200217,0.0399423422387644,5.38494898552823,0.991479966588585,0,0,0.0165325564526923,0,-0.0062319958220093,2.12716375668535,0.00469658722309339
"24",0.00839210158286074,0.137967037904685,0.0335473589353066,6.17925573924967,1.02466835915236,0,0,0.0123721657904028,0,-0.00398811936737511,2.76103838792204,0.0035714046669951
"25",0.00496634060567012,-0.102886622688691,0.0118069687256205,19.2061203516903,0.900883045989932,0,0,0.00737647250689987,0,-0.00100934155332887,9.24273191802201,0.00227234272023564
"26",0.00438777161710815,0.0920424184302144,0.00975039166689978,22.9475789074657,0.915024794653026,0,0,0.00618399100575407,0,0.00165867065030951,11.3465145817171,0.00243601843886117
"27",0.00900044519414635,-0.130736092028022,0.028490590366356,7.37470232176562,0.985530295326604,0,0,0.01391805951484,0,-0.00532353880735058,2.99206753703438,0.00312561771484785
"28",0.00394862284801715,-0.092074757072259,0.00933072074803563,24.8321678661974,0.899923414345557,0,0,0.00602165463398031,0,-0.00262032258338439,12.3017107251847,0.00244687306495499
"29",0.00385900148232902,0.0878227652811604,0.00941263757217793,23.4645780394705,0.913861752139957,0,0,0.00595877514051791,0,-0.0013704670980315,11.6960774176911,0.0024534798843363
"30",0.00446899718023295,-0.0975537214694004,0.010835533023438,21.2102857412408,0.894888628957261,0,0,0.00693313354568267,0,-0.00771487229058979,10.2973399414162,0.00233972806877009
"31",0.00435932568976685,-0.0972292833379744,0.0114832527342698,19.3970627532855,0.921268723567153,0,0,0.00702804428130602,0,0.000468710701536694,9.56761446961059,0.00233579344693514
"32",0.00401285846499961,-0.0937017528140886,0.0104028065768401,21.9888601318468,0.934763399495739,0,0,0.00593510832898218,0,-0.00137025650236814,10.8791106630834,0.00237864168592049
"33",0.00426533278719085,-0.0986405064305778,0.0114039152018936,19.5365552941975,0.909890372673766,0,0,0.00692711860760259,0,0.00471334432296782,9.59696379688818,0.00229938609071759
"34",0.00736531817996982,0.132095614547361,0.0300285400938651,6.88152090502849,1.00139687071549,0,0,0.0127076413814577,0,0.00676832612009638,2.86693831930656,0.00327476051604757
"35",0.00479300140752926,-0.0963933848216786,0.0110057962461705,20.6065972279768,0.921094920084084,0,0,0.00658635656248415,0,-0.00458465748757643,10.0507759201348,0.0023536035516783
"36",0.00852003678910586,0.137986489628547,0.0339112913616771,5.98727692841836,1.01237428519719,0,0,0.0138043109071792,0,-0.000661444295639329,2.70258412432914,0.00386062549037853
"37",0.00385133973088625,-0.0928246518360992,0.00989991971584418,22.5485908313826,0.928534887113354,0,0,0.00596646433658617,0,0.00143636155070869,11.2017096420488,0.00237815684646133
"38",0.00382570901427007,-0.0854568993323468,-0.0104537124004135,24.9253943552193,0.850181995596065,0,0,0.00851253325735796,0,-0.00276384380445459,15.212758971937,0.00205584436597332
"39",0.00380399174524505,-0.0992050164288035,0.0113481882352853,19.1643595977428,0.939439438560628,0,0,0.00669285692174897,0,-0.00204139250298142,9.24098052577429,0.00228390992704062
"40",0.00556808138412281,0.102427348768803,0.0144424442938151,15.226106552871,0.945956597675047,0,0,0.00756506840477017,0,-0.00482109733929638,7.17968614560847,0.00252810094971933
